Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 21:51 EST
"Nutrient data for: 13419, Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, roasted"
Nutrient,Unit,1Value per 100 g,"3.0 oz = 85.0g","1 roast (yield from 445 g raw meat) = 355.0g","1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse) = 331.0g",
Proximates
"Water",g,64.83,55.11,230.15,214.59
"Energy",kcal,166,141,589,549
"Protein",g,29.94,25.45,106.29,99.10
"Total lipid (fat)",g,4.26,3.62,15.12,14.10
"Carbohydrate, by difference",g,0.00,0.00,0.00,0.00
"Fiber, total dietary",g,0.0,0.0,0.0,0.0
"Sugars, total",g,0.00,0.00,0.00,0.00
Minerals
"Calcium, Ca",mg,16,14,57,53
"Iron, Fe",mg,1.86,1.58,6.60,6.16
"Magnesium, Mg",mg,15,13,53,50
"Phosphorus, P",mg,280,238,994,927
"Potassium, K",mg,411,349,1459,1360
"Sodium, Na",mg,66,56,234,218
"Zinc, Zn",mg,4.35,3.70,15.44,14.40
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0,0.0,0.0
"Thiamin",mg,0.080,0.068,0.284,0.265
"Riboflavin",mg,0.232,0.197,0.824,0.768
"Niacin",mg,8.620,7.327,30.601,28.532
"Vitamin B-6",mg,0.820,0.697,2.911,2.714
"Folate, DFE",µg,5,4,18,17
"Vitamin B-12",µg,2.13,1.81,7.56,7.05
"Vitamin A, RAE",µg,2,2,7,7
"Vitamin A, IU",IU,7,6,25,23
"Vitamin E (alpha-tocopherol)",mg,0.34,0.29,1.21,1.13
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0,0.0
"Vitamin D",IU,2,2,7,7
"Vitamin K (phylloquinone)",µg,1.3,1.1,4.6,4.3
Lipids
"Fatty acids, total saturated",g,1.439,1.223,5.108,4.763
"Fatty acids, total monounsaturated",g,1.713,1.456,6.081,5.670
"Fatty acids, total polyunsaturated",g,0.314,0.267,1.115,1.039
"Fatty acids, total trans",g,0.180,0.153,0.639,0.596
"Cholesterol",mg,74,63,263,245
Amino Acids
Other
"Caffeine",mg,0,0,0,0
