Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 21:48 EST
"Nutrient data for: 23152, Beef, rib eye steak/roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, select, raw"
Nutrient,Unit,1Value per 100 g,"3.0 oz = 85.0g","1 steak = 471.0g","1 roast = 2557.0g",
Proximates
"Water",g,70.21,59.68,330.69,1795.27
"Energy",kcal,155,132,730,3963
"Protein",g,21.65,18.40,101.97,553.59
"Total lipid (fat)",g,7.64,6.49,35.98,195.35
"Carbohydrate, by difference",g,0.00,0.00,0.00,0.00
"Fiber, total dietary",g,0.0,0.0,0.0,0.0
"Sugars, total",g,0.00,0.00,0.00,0.00
Minerals
"Calcium, Ca",mg,10,8,47,256
"Iron, Fe",mg,1.99,1.69,9.37,50.88
"Magnesium, Mg",mg,21,18,99,537
"Phosphorus, P",mg,148,126,697,3784
"Potassium, K",mg,281,239,1324,7185
"Sodium, Na",mg,63,54,297,1611
"Zinc, Zn",mg,5.07,4.31,23.88,129.64
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0,0.0,0.0
"Thiamin",mg,0.100,0.085,0.471,2.557
"Riboflavin",mg,0.255,0.217,1.201,6.520
"Niacin",mg,5.340,4.539,25.151,136.544
"Vitamin B-6",mg,0.521,0.443,2.454,13.322
"Folate, DFE",µg,3,3,14,77
"Vitamin B-12",µg,1.96,1.67,9.23,50.12
"Vitamin A, RAE",µg,2,2,9,51
"Vitamin A, IU",IU,8,7,38,205
"Vitamin E (alpha-tocopherol)",mg,0.14,0.12,0.66,3.58
"Vitamin D (D2 + D3)",µg,0.1,0.1,0.5,2.6
"Vitamin D",IU,2,2,9,51
"Vitamin K (phylloquinone)",µg,1.5,1.3,7.1,38.4
Lipids
"Fatty acids, total saturated",g,3.039,2.583,14.314,77.707
"Fatty acids, total monounsaturated",g,3.528,2.999,16.617,90.211
"Fatty acids, total polyunsaturated",g,0.393,0.334,1.851,10.049
"Fatty acids, total trans",g,0.388,0.330,1.827,9.921
"Cholesterol",mg,62,53,292,1585
Amino Acids
Other
"Caffeine",mg,0,0,0,0
