Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 02:59 EST
"Nutrient data for: 06999, Gravy, CAMPBELL'S, chicken"
Nutrient,Unit,1Value per 100 g,"0.25 cup = 56.0g","1 cup = 226.0g","1 can 10.5 oz = 273.0g",
Proximates
"Water",g,89.39,50.06,202.02,244.03
"Energy",kcal,51,29,115,139
"Protein",g,0.79,0.44,1.79,2.16
"Total lipid (fat)",g,2.73,1.53,6.17,7.45
"Carbohydrate, by difference",g,5.87,3.29,13.27,16.03
"Sugars, total",g,0.94,0.53,2.12,2.57
Minerals
"Calcium, Ca",mg,12,7,27,33
"Iron, Fe",mg,0.12,0.07,0.27,0.33
"Magnesium, Mg",mg,3,2,7,8
"Phosphorus, P",mg,15,8,34,41
"Potassium, K",mg,55,31,124,150
"Sodium, Na",mg,424,237,958,1158
"Zinc, Zn",mg,0.09,0.05,0.20,0.25
Vitamins
"Thiamin",mg,0.010,0.006,0.023,0.027
"Riboflavin",mg,0.047,0.026,0.106,0.128
"Niacin",mg,0.297,0.166,0.671,0.811
"Vitamin B-6",mg,0.020,0.011,0.045,0.055
"Vitamin B-12",µg,0.00,0.00,0.00,0.00
"Vitamin E (alpha-tocopherol)",mg,0.08,0.04,0.18,0.22
"Vitamin K (phylloquinone)",µg,0.2,0.1,0.5,0.5
Lipids
"Fatty acids, total saturated",g,0.603,0.338,1.363,1.646
"Fatty acids, total monounsaturated",g,0.862,0.483,1.948,2.353
"Fatty acids, total polyunsaturated",g,0.361,0.202,0.816,0.986
"Fatty acids, total trans",g,0.012,0.007,0.027,0.033
"Cholesterol",mg,6,3,14,16
Amino Acids
Other
