Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 02:59 EST
"Nutrient data for: 06123, Gravy, onion, dry, mix"
Nutrient,Unit,1Value per 100 g,"1 cup (8 fl oz) = 24.0g",
Proximates
"Water",g,4.36,1.05
"Energy",kcal,322,77
"Protein",g,9.00,2.16
"Total lipid (fat)",g,3.00,0.72
"Carbohydrate, by difference",g,67.64,16.23
"Fiber, total dietary",g,6.0,1.4
Minerals
"Calcium, Ca",mg,280,67
"Iron, Fe",mg,1.00,0.24
"Magnesium, Mg",mg,34,8
"Phosphorus, P",mg,203,49
"Potassium, K",mg,262,63
"Sodium, Na",mg,4186,1005
"Zinc, Zn",mg,0.88,0.21
Vitamins
"Vitamin C, total ascorbic acid",mg,7.0,1.7
"Thiamin",mg,0.200,0.048
"Riboflavin",mg,0.400,0.096
"Niacin",mg,3.700,0.888
"Vitamin B-6",mg,0.100,0.024
"Folate, DFE",µg,43,10
"Vitamin B-12",µg,0.70,0.17
"Vitamin A, RAE",µg,0,0
"Vitamin A, IU",IU,0,0
Lipids
"Fatty acids, total saturated",g,1.860,0.446
"Fatty acids, total monounsaturated",g,0.900,0.216
"Fatty acids, total polyunsaturated",g,0.140,0.034
"Cholesterol",mg,2,0
Amino Acids
Other
