Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 22:55 EST
"Nutrient data for: 25050, Snacks, yucca (cassava) chips, salted"
Nutrient,Unit,1Value per 100 g,"1 oz = 28.35g","10.0 chips = 17.0g","1 bag = 105.0g",
Proximates
"Water",g,2.80,0.79,0.48,2.94
"Energy",kcal,515,146,88,541
"Protein",g,1.34,0.38,0.23,1.41
"Total lipid (fat)",g,25.91,7.35,4.40,27.21
"Carbohydrate, by difference",g,69.23,19.63,11.77,72.69
"Fiber, total dietary",g,3.7,1.0,0.6,3.9
"Sugars, total",g,3.36,0.95,0.57,3.53
Minerals
"Calcium, Ca",mg,52,15,9,55
"Iron, Fe",mg,0.72,0.20,0.12,0.76
"Magnesium, Mg",mg,46,13,8,48
"Phosphorus, P",mg,99,28,17,104
"Potassium, K",mg,868,246,148,911
"Sodium, Na",mg,296,84,50,311
"Zinc, Zn",mg,0.85,0.24,0.14,0.89
Vitamins
"Thiamin",mg,0.050,0.014,0.009,0.052
"Riboflavin",mg,0.027,0.008,0.005,0.028
"Niacin",mg,1.197,0.339,0.203,1.257
"Vitamin B-6",mg,0.130,0.037,0.022,0.137
"Vitamin E (alpha-tocopherol)",mg,2.78,0.79,0.47,2.92
"Vitamin K (phylloquinone)",µg,5.3,1.5,0.9,5.6
Lipids
"Fatty acids, total saturated",g,8.689,2.463,1.477,9.123
"Fatty acids, total monounsaturated",g,7.443,2.110,1.265,7.815
"Fatty acids, total polyunsaturated",g,6.912,1.960,1.175,7.258
"Fatty acids, total trans",g,0.150,0.043,0.025,0.158
Amino Acids
Other
