Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 13:47 EST
"Nutrient data for: 10025, Pork, fresh, loin, whole, separable lean only, cooked, braised"
Nutrient,Unit,1Value per 100 g,"3.0 oz = 85.0g","1 chop, excluding refuse (yield from 1 raw chop, with refuse, weighing 151 g) = 80.0g",
Proximates
"Water",g,61.40,52.19,49.12
"Energy",kcal,204,173,163
"Protein",g,28.57,24.28,22.86
"Total lipid (fat)",g,9.12,7.75,7.30
"Carbohydrate, by difference",g,0.00,0.00,0.00
"Fiber, total dietary",g,0.0,0.0,0.0
"Sugars, total",g,0.00,0.00,0.00
Minerals
"Calcium, Ca",mg,18,15,14
"Iron, Fe",mg,1.13,0.96,0.90
"Magnesium, Mg",mg,20,17,16
"Phosphorus, P",mg,183,156,146
"Potassium, K",mg,387,329,310
"Sodium, Na",mg,50,42,40
"Zinc, Zn",mg,2.48,2.11,1.98
Vitamins
"Vitamin C, total ascorbic acid",mg,0.6,0.5,0.5
"Thiamin",mg,0.659,0.560,0.527
"Riboflavin",mg,0.267,0.227,0.214
"Niacin",mg,4.588,3.900,3.670
"Vitamin B-6",mg,0.387,0.329,0.310
"Folate, DFE",µg,4,3,3
"Vitamin B-12",µg,0.55,0.47,0.44
"Vitamin A, RAE",µg,2,2,2
"Vitamin A, IU",IU,7,6,6
"Vitamin E (alpha-tocopherol)",mg,0.21,0.18,0.17
"Vitamin D (D2 + D3)",µg,0.8,0.7,0.6
"Vitamin D",IU,31,26,25
"Vitamin K (phylloquinone)",µg,0.0,0.0,0.0
Lipids
"Fatty acids, total saturated",g,3.380,2.873,2.704
"Fatty acids, total monounsaturated",g,4.160,3.536,3.328
"Fatty acids, total polyunsaturated",g,0.700,0.595,0.560
"Cholesterol",mg,79,67,63
Amino Acids
Other
"Caffeine",mg,0,0,0
