Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 13:36 EST
"Nutrient data for: 10854, HORMEL ALWAYS TENDER, Pork Loin Filets, Lemon Garlic-Flavored"
Nutrient,Unit,1Value per 100 g,"1 oz = 28.0g","1 serving = 112.0g","4.0 oz = 112.0g",
Proximates
"Water",g,73.53,20.59,82.35,82.35
"Energy",kcal,118,33,132,132
"Protein",g,17.83,4.99,19.97,19.97
"Total lipid (fat)",g,4.16,1.16,4.66,4.66
"Carbohydrate, by difference",g,1.79,0.50,2.00,2.00
"Sugars, total",g,0.22,0.06,0.25,0.25
Minerals
"Calcium, Ca",mg,6,2,7,7
"Iron, Fe",mg,0.60,0.17,0.67,0.67
"Magnesium, Mg",mg,20,6,22,22
"Potassium, K",mg,542,152,607,607
"Sodium, Na",mg,590,165,661,661
"Zinc, Zn",mg,1.30,0.36,1.46,1.46
Vitamins
"Vitamin C, total ascorbic acid",mg,1.7,0.5,1.9,1.9
"Vitamin A, IU",IU,0,0,0,0
Lipids
"Fatty acids, total saturated",g,1.410,0.395,1.579,1.579
"Fatty acids, total monounsaturated",g,1.830,0.512,2.050,2.050
"Fatty acids, total polyunsaturated",g,0.600,0.168,0.672,0.672
"Cholesterol",mg,42,12,47,47
Amino Acids
Other
