Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 14:36 EST
"Nutrient data for: 19359, Candies, MARS SNACKFOOD US, SNICKERS CRUNCHER"
Nutrient,Unit,1Value per 100 g,"1 serving 1.66 oz bar = 47.0g","1 bar fun size = 15.0g","1 serving 1.56 oz bar = 44.0g",
Proximates
"Water",g,4.47,2.10,0.67,1.97
"Energy",kcal,488,229,73,215
"Protein",g,6.86,3.22,1.03,3.02
"Total lipid (fat)",g,24.38,11.46,3.66,10.73
"Carbohydrate, by difference",g,62.85,29.54,9.43,27.65
"Fiber, total dietary",g,1.9,0.9,0.3,0.8
"Sugars, total",g,46.54,21.87,6.98,20.48
Minerals
"Calcium, Ca",mg,90,42,14,40
"Iron, Fe",mg,0.68,0.32,0.10,0.30
"Sodium, Na",mg,189,89,28,83
Vitamins
"Vitamin C, total ascorbic acid",mg,0.5,0.2,0.1,0.2
"Vitamin A, IU",IU,120,56,18,53
Lipids
"Fatty acids, total saturated",g,12.703,5.970,1.905,5.589
"Fatty acids, total trans",g,0.394,0.185,0.059,0.173
"Cholesterol",mg,9,4,1,4
Amino Acids
Other
