Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 14:43 EST
"Nutrient data for: 19303, Marmalade, orange"
Nutrient,Unit,1Value per 100 g,"1 tbsp = 20.0g","1 package (0.5 oz) = 14.0g","1 serving = 20.0g","1 cup = 320.0g",
Proximates
"Water",g,33.20,6.64,4.65,6.64,106.24
"Energy",kcal,246,49,34,49,787
"Protein",g,0.30,0.06,0.04,0.06,0.96
"Total lipid (fat)",g,0.00,0.00,0.00,0.00,0.00
"Carbohydrate, by difference",g,66.30,13.26,9.28,13.26,212.16
"Fiber, total dietary",g,0.7,0.1,0.1,0.1,2.2
"Sugars, total",g,60.00,12.00,8.40,12.00,192.00
Minerals
"Calcium, Ca",mg,38,8,5,8,122
"Iron, Fe",mg,0.15,0.03,0.02,0.03,0.48
"Magnesium, Mg",mg,2,0,0,0,6
"Phosphorus, P",mg,4,1,1,1,13
"Potassium, K",mg,37,7,5,7,118
"Sodium, Na",mg,56,11,8,11,179
"Zinc, Zn",mg,0.04,0.01,0.01,0.01,0.13
Vitamins
"Vitamin C, total ascorbic acid",mg,4.8,1.0,0.7,1.0,15.4
"Thiamin",mg,0.005,0.001,0.001,0.001,0.016
"Riboflavin",mg,0.025,0.005,0.004,0.005,0.080
"Niacin",mg,0.052,0.010,0.007,0.010,0.166
"Vitamin B-6",mg,0.019,0.004,0.003,0.004,0.061
"Folate, DFE",µg,9,2,1,2,29
"Vitamin B-12",µg,0.00,0.00,0.00,0.00,0.00
"Vitamin A, RAE",µg,3,1,0,1,10
"Vitamin A, IU",IU,62,12,9,12,198
"Vitamin E (alpha-tocopherol)",mg,0.06,0.01,0.01,0.01,0.19
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0,0.0,0.0
"Vitamin D",IU,0,0,0,0,0
"Vitamin K (phylloquinone)",µg,0.0,0.0,0.0,0.0,0.0
Lipids
"Fatty acids, total saturated",g,0.000,0.000,0.000,0.000,0.000
"Fatty acids, total monounsaturated",g,0.000,0.000,0.000,0.000,0.000
"Fatty acids, total polyunsaturated",g,0.000,0.000,0.000,0.000,0.000
"Cholesterol",mg,0,0,0,0,0
Amino Acids
Other
"Caffeine",mg,0,0,0,0,0
