Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 22:59 EST
"Nutrient data for: 16602, MORNINGSTAR FARMS Meal Starters Veggie Meatballs, frozen, unprepared"
Nutrient,Unit,1Value per 100 g,"5.0 meatballs = 80.0g",
Proximates
"Water",g,64.00,51.20
"Energy",kcal,158,126
"Protein",g,17.70,14.16
"Total lipid (fat)",g,5.80,4.64
"Carbohydrate, by difference",g,9.90,7.92
"Fiber, total dietary",g,3.6,2.9
"Sugars, total",g,1.10,0.88
Minerals
"Calcium, Ca",mg,51,41
"Iron, Fe",mg,2.20,1.76
"Phosphorus, P",mg,151,121
"Potassium, K",mg,228,182
"Sodium, Na",mg,487,390
"Zinc, Zn",mg,1.10,0.88
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0
"Thiamin",mg,0.040,0.032
"Riboflavin",mg,0.600,0.480
"Niacin",mg,11.200,8.960
"Vitamin B-6",mg,0.190,0.152
"Folate, DFE",µg,3,2
"Vitamin B-12",µg,0.00,0.00
"Vitamin A, IU",IU,68,54
"Vitamin D",IU,0,0
Lipids
"Fatty acids, total saturated",g,0.700,0.560
"Fatty acids, total monounsaturated",g,1.300,1.040
"Fatty acids, total polyunsaturated",g,3.300,2.640
"Fatty acids, total trans",g,0.100,0.080
"Cholesterol",mg,0,0
Amino Acids
Other
