Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 13:52 EST
"Nutrient data for: 17164, Game meat, deer, raw"
Nutrient,Unit,1Value per 100 g,"1 oz = 28.35g","1 lb = 453.6g",
Proximates
"Water",g,73.57,20.86,333.71
"Energy",kcal,120,34,544
"Protein",g,22.96,6.51,104.15
"Total lipid (fat)",g,2.42,0.69,10.98
"Carbohydrate, by difference",g,0.00,0.00,0.00
"Fiber, total dietary",g,0.0,0.0,0.0
"Sugars, total",g,0.00,0.00,0.00
Minerals
"Calcium, Ca",mg,5,1,23
"Iron, Fe",mg,3.40,0.96,15.42
"Magnesium, Mg",mg,23,7,104
"Phosphorus, P",mg,202,57,916
"Potassium, K",mg,318,90,1442
"Sodium, Na",mg,51,14,231
"Zinc, Zn",mg,2.09,0.59,9.48
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0,0.0
"Thiamin",mg,0.220,0.062,0.998
"Riboflavin",mg,0.480,0.136,2.177
"Niacin",mg,6.370,1.806,28.894
"Vitamin B-6",mg,0.370,0.105,1.678
"Folate, DFE",µg,4,1,18
"Vitamin B-12",µg,6.31,1.79,28.62
"Vitamin A, RAE",µg,0,0,0
"Vitamin A, IU",IU,0,0,0
"Vitamin E (alpha-tocopherol)",mg,0.20,0.06,0.91
"Vitamin K (phylloquinone)",µg,1.1,0.3,5.0
Lipids
"Fatty acids, total saturated",g,0.950,0.269,4.309
"Fatty acids, total monounsaturated",g,0.670,0.190,3.039
"Fatty acids, total polyunsaturated",g,0.470,0.133,2.132
"Cholesterol",mg,85,24,386
Amino Acids
Other
"Caffeine",mg,0,0,0
