Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 22:24 EST
"Nutrient data for: 11938, Mushroom, white, exposed to ultraviolet light, raw"
Nutrient,Unit,1Value per 100 g,"1 cup pieces or slices = 70.0g","1 cup whole = 96.0g","1 large = 23.0g","1 slice = 6.0g","1 medium = 18.0g","1 small = 10.0g",
Proximates
"Water",g,92.45,64.72,88.75,21.26,5.55,16.64,9.24
"Energy",kcal,22,15,21,5,1,4,2
"Protein",g,3.09,2.16,2.97,0.71,0.19,0.56,0.31
"Total lipid (fat)",g,0.34,0.24,0.33,0.08,0.02,0.06,0.03
"Carbohydrate, by difference",g,3.26,2.28,3.13,0.75,0.20,0.59,0.33
"Fiber, total dietary",g,1.0,0.7,1.0,0.2,0.1,0.2,0.1
"Sugars, total",g,1.98,1.39,1.90,0.46,0.12,0.36,0.20
Minerals
"Calcium, Ca",mg,3,2,3,1,0,1,0
"Iron, Fe",mg,0.50,0.35,0.48,0.12,0.03,0.09,0.05
"Magnesium, Mg",mg,9,6,9,2,1,2,1
"Phosphorus, P",mg,86,60,83,20,5,15,9
"Potassium, K",mg,318,223,305,73,19,57,32
"Sodium, Na",mg,5,4,5,1,0,1,0
"Zinc, Zn",mg,0.52,0.36,0.50,0.12,0.03,0.09,0.05
Vitamins
"Vitamin C, total ascorbic acid",mg,2.1,1.5,2.0,0.5,0.1,0.4,0.2
"Thiamin",mg,0.081,0.057,0.078,0.019,0.005,0.015,0.008
"Riboflavin",mg,0.402,0.281,0.386,0.092,0.024,0.072,0.040
"Niacin",mg,3.607,2.525,3.463,0.830,0.216,0.649,0.361
"Vitamin B-6",mg,0.104,0.073,0.100,0.024,0.006,0.019,0.010
"Folate, DFE",µg,17,12,16,4,1,3,2
"Vitamin B-12",µg,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Vitamin A, IU",IU,0,0,0,0,0,0,0
"Vitamin E (alpha-tocopherol)",mg,0.01,0.01,0.01,0.00,0.00,0.00,0.00
"Vitamin D (D2 + D3)",µg,26.2,18.3,25.2,6.0,1.6,4.7,2.6
"Vitamin D",IU,1046,732,1004,241,63,188,105
"Vitamin K (phylloquinone)",µg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lipids
"Fatty acids, total saturated",g,0.050,0.035,0.048,0.012,0.003,0.009,0.005
"Fatty acids, total monounsaturated",g,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Fatty acids, total polyunsaturated",g,0.160,0.112,0.154,0.037,0.010,0.029,0.016
"Cholesterol",mg,0,0,0,0,0,0,0
Amino Acids
Other
"Caffeine",mg,0,0,0,0,0,0,0
Footnotes
(a)"Mean value contains data based on the analysis of 5-methyltetrahydrofolate, 10-formyl folic acid, and 5-formyltetrahydrofolic acid plus total folate determined microbiologically"
(c)"Mean value contains data based on the analysis of 5-methyltetrahydrofolate, 10-formyl folic acid, and 5-formyltetrahydrofolic acid plus total folate determined microbiologically"
(b)"Mean value contains data based on the analysis of 5-methyltetrahydrofolate, 10-formyl folic acid, and 5-formyltetrahydrofolic acid plus total folate determined microbiologically"
