Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 22:42 EST
"Nutrient data for: 03227, Babyfood, dessert, peach cobbler, strained"
Nutrient,Unit,1Value per 100 g,"1 tbsp = 15.0g","1 oz = 28.35g","1 jar = 113.0g","1 jar Gerber Second Food (4 oz) = 113.0g","1 jar Heinz Strained-2 (4 oz) = 113.0g",
Proximates
"Water",g,81.80,12.27,23.19,92.43,92.43,92.43
"Energy",kcal,65,10,18,73,73,73
"Protein",g,0.30,0.04,0.09,0.34,0.34,0.34
"Total lipid (fat)",g,0.00,0.00,0.00,0.00,0.00,0.00
"Carbohydrate, by difference",g,17.80,2.67,5.05,20.11,20.11,20.11
"Fiber, total dietary",g,0.7,0.1,0.2,0.8,0.8,0.8
"Sugars, total",g,10.62,1.59,3.01,12.00,12.00,12.00
Minerals
"Calcium, Ca",mg,4,1,1,5,5,5
"Iron, Fe",mg,0.10,0.01,0.03,0.11,0.11,0.11
"Magnesium, Mg",mg,2,0,1,2,2,2
"Phosphorus, P",mg,5,1,1,6,6,6
"Potassium, K",mg,54,8,15,61,61,61
"Sodium, Na",mg,7,1,2,8,8,8
"Zinc, Zn",mg,0.30,0.04,0.09,0.34,0.34,0.34
Vitamins
"Vitamin C, total ascorbic acid",mg,20.5,3.1,5.8,23.2,23.2,23.2
"Thiamin",mg,0.009,0.001,0.003,0.010,0.010,0.010
"Riboflavin",mg,0.014,0.002,0.004,0.016,0.016,0.016
"Niacin",mg,0.259,0.039,0.073,0.293,0.293,0.293
"Vitamin B-6",mg,0.007,0.001,0.002,0.008,0.008,0.008
"Folate, DFE",µg,2,0,1,2,2,2
"Vitamin B-12",µg,0.00,0.00,0.00,0.00,0.00,0.00
"Vitamin A, RAE",µg,7,1,2,8,8,8
"Vitamin A, IU",IU,138,21,39,156,156,156
"Vitamin E (alpha-tocopherol)",mg,0.31,0.05,0.09,0.35,0.35,0.35
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0,0.0,0.0,0.0
"Vitamin D",IU,0,0,0,0,0,0
"Vitamin K (phylloquinone)",µg,1.1,0.2,0.3,1.2,1.2,1.2
Lipids
"Fatty acids, total saturated",g,0.000,0.000,0.000,0.000,0.000,0.000
"Fatty acids, total monounsaturated",g,0.000,0.000,0.000,0.000,0.000,0.000
"Fatty acids, total polyunsaturated",g,0.000,0.000,0.000,0.000,0.000,0.000
"Cholesterol",mg,0,0,0,0,0,0
Amino Acids
Other
"Caffeine",mg,0,0,0,0,0,0
