Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 21:58 EST
"Nutrient data for: 23507, USDA Commodity, beef, patties (100%), frozen, raw"
Nutrient,Unit,1Value per 100 g,"3.0 oz = 85.0g",
Proximates
"Water",g,64.72,55.01
"Energy",kcal,204,173
"Protein",g,14.63,12.44
"Total lipid (fat)",g,15.69,13.34
"Carbohydrate, by difference",g,0.00,0.00
"Fiber, total dietary",g,0.0,0.0
Minerals
"Calcium, Ca",mg,7,6
"Iron, Fe",mg,1.93,1.64
"Magnesium, Mg",mg,18,15
"Phosphorus, P",mg,145,123
"Potassium, K",mg,269,229
"Sodium, Na",mg,74,63
"Zinc, Zn",mg,4.12,3.50
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0
"Thiamin",mg,0.043,0.037
"Riboflavin",mg,0.160,0.136
"Niacin",mg,3.846,3.269
"Vitamin B-6",mg,0.214,0.182
"Folate, DFE",µg,6,5
"Vitamin B-12",µg,2.05,1.74
"Vitamin A, RAE",µg,0,0
"Vitamin A, IU",IU,0,0
Lipids
"Fatty acids, total saturated",g,6.333,5.383
"Fatty acids, total monounsaturated",g,6.861,5.832
"Fatty acids, total polyunsaturated",g,0.643,0.547
"Cholesterol",mg,53,45
Amino Acids
Other
