Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 21:52 EST
"Nutrient data for: 23335, Beef, round, eye of round steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw"
Nutrient,Unit,1Value per 100 g,"3.0 oz = 85.0g","1 steak = 151.0g",
Proximates
"Water",g,73.46,62.44,110.92
"Energy",kcal,120,102,181
"Protein",g,23.30,19.80,35.18
"Total lipid (fat)",g,2.95,2.51,4.45
"Carbohydrate, by difference",g,0.00,0.00,0.00
"Fiber, total dietary",g,0.0,0.0,0.0
"Sugars, total",g,0.00,0.00,0.00
Minerals
"Calcium, Ca",mg,13,11,20
"Iron, Fe",mg,1.37,1.16,2.07
"Magnesium, Mg",mg,11,9,17
"Phosphorus, P",mg,221,188,334
"Potassium, K",mg,310,264,468
"Sodium, Na",mg,50,42,76
"Zinc, Zn",mg,3.36,2.86,5.07
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0,0.0
"Thiamin",mg,0.063,0.054,0.095
"Riboflavin",mg,0.184,0.156,0.278
"Niacin",mg,6.552,5.569,9.894
"Vitamin B-6",mg,0.635,0.540,0.959
"Folate, DFE",µg,4,3,6
"Vitamin B-12",µg,2.06,1.75,3.11
"Vitamin A, RAE",µg,5,4,8
"Vitamin A, IU",IU,17,14,26
"Vitamin E (alpha-tocopherol)",mg,0.22,0.19,0.33
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0
"Vitamin D",IU,1,1,2
"Vitamin K (phylloquinone)",µg,1.5,1.3,2.3
Lipids
"Fatty acids, total saturated",g,1.199,1.019,1.810
"Fatty acids, total monounsaturated",g,1.346,1.144,2.032
"Fatty acids, total polyunsaturated",g,0.228,0.194,0.344
"Fatty acids, total trans",g,0.165,0.140,0.249
"Cholesterol",mg,62,53,94
Amino Acids
Other
"Caffeine",mg,0,0,0
