Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 21:51 EST
"Nutrient data for: 13420, Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, select, cooked, roasted"
Nutrient,Unit,1Value per 100 g,"3.0 oz = 85.0g","1 roast (yield from 426 g raw meat) = 337.0g","1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse) = 296.0g",
Proximates
"Water",g,66.20,56.27,223.09,195.95
"Energy",kcal,157,133,529,465
"Protein",g,29.52,25.09,99.48,87.38
"Total lipid (fat)",g,3.43,2.92,11.56,10.15
"Carbohydrate, by difference",g,0.00,0.00,0.00,0.00
"Fiber, total dietary",g,0.0,0.0,0.0,0.0
"Sugars, total",g,0.00,0.00,0.00,0.00
Minerals
"Calcium, Ca",mg,16,14,54,47
"Iron, Fe",mg,1.74,1.48,5.86,5.15
"Magnesium, Mg",mg,14,12,47,41
"Phosphorus, P",mg,281,239,947,832
"Potassium, K",mg,394,335,1328,1166
"Sodium, Na",mg,63,54,212,186
"Zinc, Zn",mg,4.28,3.64,14.42,12.67
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0,0.0,0.0
"Thiamin",mg,0.080,0.068,0.270,0.237
"Riboflavin",mg,0.234,0.199,0.789,0.693
"Niacin",mg,8.335,7.085,28.089,24.672
"Vitamin B-6",mg,0.807,0.686,2.720,2.389
"Folate, DFE",µg,5,4,17,15
"Vitamin B-12",µg,2.61,2.22,8.80,7.73
"Vitamin A, RAE",µg,3,3,10,9
"Vitamin A, IU",IU,9,8,30,27
"Vitamin E (alpha-tocopherol)",mg,0.28,0.24,0.94,0.83
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0,0.0
"Vitamin D",IU,1,1,3,3
"Vitamin K (phylloquinone)",µg,1.3,1.1,4.4,3.8
Lipids
"Fatty acids, total saturated",g,1.280,1.088,4.314,3.789
"Fatty acids, total monounsaturated",g,1.438,1.222,4.846,4.256
"Fatty acids, total polyunsaturated",g,0.266,0.226,0.896,0.787
"Fatty acids, total trans",g,0.173,0.147,0.583,0.512
"Cholesterol",mg,79,67,266,234
Amino Acids
Other
"Caffeine",mg,0,0,0,0
